Result_ID,Fighter_Name,Fight_ID,Decision,Match_Result,Seed,DefendingIndicator
5116,Toon Link,2274,l,0,,
5117,Marth,2275,w,2,,
5118,Snake,2275,l,0,,
5119,Sonic,2276,w,1,,
5120,Lucas,2276,l,0,,
5121,DK,2277,w,2,,
5122,Pokemon Trainer,2277,l,0,,
5123,Peach,2278,l,0,,
5124,Wolf,2278,w,2,,
5125,Falco,2279,w,3,,
5126,Bowser,2279,l,0,,
5127,Olimar,2280,l,0,,
5128,Mr Game & Watch,2280,w,1,,
5129,Ganondorf,2281,w,2,,
5130,Yoshi,2281,l,0,,
5131,Luigi,2282,w,3,,
5132,Ice Climbers,2282,l,0,,
5133,Pit,2283,w,2,,
5134,Lucario,2283,w,2,,
5135,King Dedede,2283,l,0,,
5136,Meta Knight,2283,l,0,,
5137,Fox,2284,l,0,,
5138,DK,2284,w,2,,
5139,Diddy Kong,2285,w,2,,
5140,Captain Falcon,2285,l,0,,
5141,Snake,2286,w,1,,
5142,Kirby,2286,l,0,,
5143,Mario,2287,w,3,,
5144,Peach,2287,l,0,,
5145,Bowser,2288,l,0,,
5146,Samus,2288,w,2,,
5147,Toon Link,2289,w,1,,
5148,Pikachu,2289,l,0,,
5149,Mr Game & Watch,2290,l,0,,
5150,Link,2290,w,2,,
5151,Lucario,2291,w,2,,
5152,Ice Climbers,2291,l,0,,
5153,Yoshi,2292,l,0,,
5154,Ganondorf,2292,w,1,,
5155,Dk,2293,w,2,,
5156,Fox,2293,l,0,,
5157,Mario,2294,w,2,,
5158,Ike,2294,l,0,,
5159,Jigglypuff,2295,l,0,,
5160,Bowser,2295,w,3,,
5161,Samus,2296,w,2,,
5162,Ness,2296,l,0,,
5163,Lucas,2297,l,0,,
5164,Diddy Kong,2297,w,1,,
5165,Pikachu,2298,w,2,,
5166,Pokemon Trainer,2298,l,0,,
5167,Marth,2299,l,0,,
5168,Kirby,2299,w,2,,
5169,Olimar,2300,w,3,,
5170,King Dedede,2300,l,0,,
5171,Zelda,2301,l,0,,
5172,Mr Game & Watch,2301,w,2,,
5173,Ice Climbers,2302,l,0,,
5174,Yoshi,2302,w,1,,
5175,Link,2303,l,0,,
5176,Meta Knight,2303,w,1,,
5177,Wario,2304,w,1,,
5178,Mario,2304,l,0,,
5179,Sonic,2305,l,0,,Y
5180,Samus,2305,w,0,,
5181,Wario,2306,w,2,,Y
5182,DK,2306,l,0,,
5183,ROB,2307,l,0,,Y
5184,Falco,2307,w,2,,
5185,Yoshi,2308,w,2,,Y
5186,Ganondorf,2308,l,0,,
5187,Pikachu,2309,w,3,,Y
5188,Ike,2309,w,2,,Y
5189,Lucario,2309,l,0,,
5190,Pit,2309,l,0,,
5191,Marth,2310,l,-3,,Y
5192,Toon Link,2310,w,3,,
5193,Pit,2311,l,0,,Y
5194,Mario,2311,w,2,,
5195,Luigi,2311,l,0,,
5196,Toon Link,2312,w,2,,
5197,Lucas,2312,l,0,,
5198,Pokemon Trainer,2313,w,2,,
5199,Bowser,2313,l,0,,
5200,Peach,2314,l,0,,
5201,Falco,2314,w,2,,
5202,ROB,2315,l,0,,
5203,Snake,2315,w,1,,
5204,Sonic,2316,l,-1,,
5205,Wolf,2316,w,1,,
5206,Ganondorf,2317,l,0,,
5207,Zelda,2317,w,2,,
5208,Lucario,2318,l,0,,
5209,Wario,2318,w,1,,
5210,Yoshi,2319,l,0,,
5211,Ike,2319,w,1,,
5212,Luigi,2320,w,1,,
5213,Meta Knight,2320,l,0,,
5214,Link,2321,w,1,,
5215,Fox,2321,l,0,,
5216,DK,2321,l,0,,
5217,Yoshi,2322,l,0,,
5218,Pokemon Trainer,2322,w,1,,
5219,Marth,2323,w,3,,
5220,Jigglypuff,2323,l,0,,
5221,Wolf,2324,w,3,,
5222,Bowser,2324,w,1,,
5223,Ness,2324,l,0,,
5224,Lucas,2324,l,0,,
5225,Pikachu,2325,w,2,,
5226,Toon Link,2325,l,0,,
5227,Snake,2326,l,0,,
5228,ROB,2326,w,1,,
5229,Captain Falcon,2326,l,0,,
5230,Diddy Kong,2327,w,2,,
5231,Fox,2327,l,0,,
5232,Meta Knight,2328,w,1,,
5233,Ice Climbers,2328,l,0,,
5234,King Dedede,2329,l,0,,
5235,Zelda,2329,w,1,,
5236,Olimar,2330,w,77,,
5237,Lucario,2330,l,30,,
5238,Pit,2331,w,2,,
5239,Mr Game & Watch,2331,l,0,,
5240,Ness,2332,w,1,,
5241,Lucas,2332,l,0,,
5242,Jigglypuff,2333,l,0,,
5243,Peach,2333,w,1,,
5244,Falco,2334,w,1,,
5245,Kirby,2334,l,0,,
5246,Sonic,2335,l,0,,
5247,Marth,2335,w,1,,
5248,Pikachu,2336,w,1,,
5249,Pokemon Trainer,2336,l,0,,
5250,Wolf,2337,w,3,,
5251,King Dedede,2337,l,0,,
5252,Falco,2338,w,3,,
5253,Ice Climbers,2338,l,0,,
5254,Meta Knight,2339,w,2,,
5255,Ganondorf,2339,l,0,,
5256,Fox,2340,w,1,,
5257,Ike,2340,l,0,,
5258,Mario,2341,l,0,,
5259,Luigi,2341,w,1,,
5260,Wario,2342,w,1,,Y
5261,Link,2342,l,0,,
5262,Falco,2343,w,2,,Y
5263,ROB,2343,l,0,,
5264,Yoshi,2344,l,52,,Y
5265,Olimar,2344,w,55,,
5266,Samus,2345,w,2,,Y
5267,Wolf,2345,l,-2,,
5268,Ike,2346,w,1,,Y
5269,Pikachu,2346,w,2,,Y
5270,Wolf,2346,l,0,,
5271,Bowser,2346,l,0,,
5272,Mario,2347,l,0,,Y
5273,Pit,2347,w,1,,
5274,Toon Link,2348,w,2,,Y
5275,Pikachu,2348,l,0,,
5276,Bowser,2349,l,0,,
5277,Snake,2349,w,1,,
5278,Peach,2350,l,0,,
5279,Ness,2350,w,3,,
5280,Falco,2351,w,3,,
5281,Toon Link,2351,l,0,,
5282,Kirby,2352,l,0,,
5283,ROB,2352,w,1,,
5284,Sonic,2353,w,1,,
5285,Marth,2353,l,0,,
5286,Zelda,2354,w,2,,
5287,Lucario,2354,l,0,,
5288,Olimar,2355,w,3,,
5289,Ganondorf,2355,l,0,,
5290,Captain Falcon,2356,w,2,,
5291,Ice Climbers,2356,l,0,,
5292,Pit,2357,w,1,,
5293,Wario,2357,l,0,,
5294,Mario,2358,l,0,,
5295,Fox,2358,w,1,,
5296,Falco,2359,l,0,,
5297,Samus,2359,w,1,,
5298,Sonic,2360,w,1,,
5299,Bowser,2360,l,0,,
5300,Pokemon Trainer,2361,w,1,,
5301,ROB,2361,l,0,,
5302,Pikachu,2362,w,1,,
5303,Wolf,2362,l,0,,
5304,Ness,2363,l,0,,
5305,Diddy Kong,2363,w,3,,
5306,Pikachu,2364,l,0,,
5307,Lucario,2364,w,1,,
5308,Olimar,2365,l,0,,
5309,Fox,2365,w,2,,
5310,Ganondorf,2366,l,0,,
5311,King Dedede,2366,l,0,,
5312,Zelda,2366,w,0,,
5313,Ice Climbers,2366,w,2,,
5314,Yoshi,2367,w,1,,
5315,Link,2367,l,0,,
5316,Ike,2368,l,0,,
5317,Mr Game & Watch,2368,w,1,,
5318,Samus,2369,w,1,,
5319,Wolf,2369,l,0,,
5320,Marth,2370,w,2,,
5321,Snake,2370,l,0,,
5322,Captain Falcon,2371,w,1,,
5323,Bowser,2371,l,0,,
5324,Falco,2372,l,0,,
5325,Toon Link,2372,w,2,,
5326,Ness,2373,l,0,,
5327,Kirby,2373,w,0,,
5328,Zelda,2374,l,0,,
5329,Wario,2374,w,1,,
5330,King Dedede,2375,l,0,,
5331,Ganondorf,2375,w,1,,
5332,Link,2376,l,0,,
5333,Lucario,2376,w,1,,
5334,Mario,2377,w,2,,
5335,Meta Knight,2377,l,0,,
5336,Luigi,2378,w,1,,
5337,DK,2378,l,0,,
5338,Samus,2379,l,-1,,Y
5339,Kirby,2379,w,1,,
5340,Olimar,2380,w,1,,Y
5341,Lucario,2380,l,0,,
5342,Falco,2381,l,0,,Y
5343,Marth,2381,w,1,,
5344,Captain Falcon,2381,l,0,,
5345,Wario,2382,w,2,,Y
5346,Mario,2382,l,0,,
5347,Ike,2383,w,2,,Y
5348,Pikachu,2383,w,3,,Y
5349,Ice Climbers,2383,l,0,,
5350,Zelda,2383,l,0,,
5351,ROB,2384,w,1,1,
5352,Sonic,2384,l,0,1,
5353,ROB,2385,l,0,1,
5354,Toon Link,2385,w,1,2,Y
5355,Toon Link,2386,l,0,2,Y
5356,Pikachu,2386,w,1,3,
5357,Pikachu,2387,l,0,3,
5358,Diddy Kong,2387,w,1,4,
5359,Yoshi,2388,l,0,1,
5360,Mr Game & Watch,2388,w,1,1,
5361,Mr Game & Watch,2389,w,1,1,
5362,Luigi,2389,l,0,2,
5363,Mr Game & Watch,2390,l,0,1,
5364,Pit,2390,w,1,3,Y
5365,Pit,2391,w,1,3,Y
5366,Fox,2391,l,0,4,
