Fight_ID,Location_ID,Brand_ID,PPV_ID,Championship_ID,FightType_ID,Season_ID,Month,Week,Contender_Indicator
1985,13,,2,4,1,5,2,4,
1986,13,,2,1,1,5,2,4,
1987,13,,2,1,14,5,2,4,
1988,12,1,,,1,5,3,1,
1989,12,1,,,1,5,3,1,
1990,12,1,,,1,5,3,1,
1991,12,1,,,1,5,3,1,
1992,12,1,,,2,5,3,1,Y
1993,32,2,,,1,5,3,1,
1994,32,2,,,1,5,3,1,
1995,32,2,,,12,5,3,1,Y
1996,32,2,,,1,5,3,1,Y
1997,32,2,,,1,5,3,1,Y
1998,14,1,,,1,5,3,2,
1999,14,1,,,1,5,3,2,
2000,14,1,,,1,5,3,2,
2001,14,1,,,1,5,3,2,
2002,14,1,,,1,5,3,2,Y
2003,15,2,,,1,5,3,2,
2004,15,2,,,1,5,3,2,
2005,15,2,,,1,5,3,2,
2006,15,2,,,1,5,3,2,
2007,15,2,,,3,5,3,2,Y
2008,16,1,,,13,5,3,3,
2009,16,1,,,1,5,3,3,
2010,16,1,,,1,5,3,3,
2011,16,1,,,1,5,3,3,
2012,16,1,,,1,5,3,3,Y
2013,18,2,,,1,5,3,3,
2014,18,2,,,1,5,3,3,
2015,18,2,,,1,5,3,3,
2016,18,2,,,1,5,3,3,
2017,18,2,,,1,5,3,3,Y
2018,19,,3,5,5,5,3,4,
2019,19,,3,2,5,5,3,4,
2020,19,,3,11,12,5,3,4,
2021,19,,3,3,3,5,3,4,
2022,19,,3,6,6,5,3,4,
2023,19,,3,4,5,5,3,4,
2024,19,,3,1,5,5,3,4,
2025,19,,3,10,5,5,3,4,
2026,17,1,,,1,5,4,1,
2027,17,1,,,12,5,4,1,Y
2028,17,1,,,1,5,4,1,
2029,17,1,,,1,5,4,1,
2030,17,1,,,1,5,4,1,Y
2031,20,2,,,1,5,4,1,
2032,20,2,,,1,5,4,1,
2033,20,2,,,1,5,4,1,
2034,20,2,,,1,5,4,1,
2035,20,2,,,1,5,4,1,
2036,21,1,,,1,5,4,2,
2037,21,1,,,2,5,4,2,Y
2038,21,1,,,1,5,4,2,
2039,21,1,,,1,5,4,2,
2040,21,1,,,1,5,4,2,
2041,34,2,,,1,5,4,2,
2042,34,2,,,1,5,4,2,
2043,34,2,,,1,5,4,2,
2044,34,2,,,1,5,4,2,Y
2045,34,2,,,1,5,4,2,
2046,35,1,,,1,5,4,3,Y
2047,35,1,,,1,5,4,3,
2048,35,1,,,1,5,4,3,
2049,35,1,,,1,5,4,3,
2050,35,1,,,1,5,4,3,
2051,22,2,,,1,5,4,3,
2052,22,2,,,1,5,4,3,
2053,22,2,,,3,5,4,3,Y
2054,22,2,,,1,5,4,3,
2055,22,2,,,1,5,4,3,Y
2056,36,,4,3,3,5,4,4,
2057,36,,4,5,1,5,4,4,
2058,36,,4,11,12,5,4,4,
2059,36,,4,2,1,5,4,4,
2060,36,,4,6,2,5,4,4,
2061,36,,4,,9,5,4,4,
2062,36,,4,,9,5,4,4,
2063,36,,4,1,1,5,4,4,
2064,36,,4,4,1,5,4,4,
2065,23,1,,,1,5,5,1,
2066,23,1,,,1,5,5,1,
2067,23,1,,,1,5,5,1,
2068,23,1,,,2,5,5,1,Y
2069,23,1,,,2,5,5,1,Y
2070,37,2,,,1,5,5,1,
2071,37,2,,,1,5,5,1,
2072,37,2,,,1,5,5,1,
2073,37,2,,,1,5,5,1,Y
2074,37,2,,,1,5,5,1,Y
2075,24,1,,,1,5,5,2,
2076,24,1,,,1,5,5,2,
2077,24,1,,,1,5,5,2,
2078,24,1,,,1,5,5,2,
2079,24,1,,,1,5,5,2,Y
2080,25,2,,,1,5,5,2,
2081,25,2,,,1,5,5,2,
2082,25,2,,,1,5,5,2,
2083,25,2,,,1,5,5,2,
2084,25,2,,,1,5,5,2,Y
2085,38,1,,,1,5,5,3,
2086,38,1,,,1,5,5,3,
2087,38,1,,,1,5,5,3,
2088,38,1,,,1,5,5,3,
2089,38,1,,,1,5,5,3,
2090,26,2,,,1,5,5,3,
2091,26,2,,,1,5,5,3,
2092,26,2,,,1,5,5,3,
2093,26,2,,,4,5,5,3,Y
2094,26,2,,,1,5,5,3,
2095,27,,5,11,12,5,5,4,
2096,27,,5,6,2,5,5,4,
2097,27,,5,3,4,5,5,4,
2098,27,,5,5,1,5,5,4,
2099,27,,5,2,1,5,5,4,
2100,27,,5,4,1,5,5,4,
2101,27,,5,1,1,5,5,4,
2102,27,,5,1,14,5,5,4,
2103,28,1,,,1,5,6,1,
2104,28,1,,,1,5,6,1,
2105,28,1,,,1,5,6,1,
2106,28,1,,,1,5,6,1,
2107,28,1,,,2,5,6,1,Y
2108,39,2,,,1,5,6,1,
2109,39,2,,,1,5,6,1,
2110,39,2,,,1,5,6,1,
2111,39,2,,,1,5,6,1,
2112,39,2,,,1,5,6,1,Y
2113,40,1,,,1,5,6,2,
2114,40,1,,,1,5,6,2,Y
2115,40,1,,,1,5,6,2,
2116,40,1,,,1,5,6,2,
2117,40,1,,,12,5,6,2,Y
2118,29,2,,,1,5,6,2,
2119,29,2,,,1,5,6,2,
2120,29,2,,,1,5,6,2,
2121,29,2,,,1,5,6,2,
2122,29,2,,,1,5,6,2,Y
2123,41,1,,,1,5,6,3,
2124,41,1,,,1,5,6,3,
2125,41,1,,,1,5,6,3,
2126,41,1,,,1,5,6,3,
2127,41,1,,,1,5,6,3,Y
2128,1,2,,,1,5,6,3,
2129,1,2,,,1,5,6,3,
2130,1,2,,,1,5,6,3,
2131,1,2,,,4,5,6,3,Y
2132,1,2,,,1,5,6,3,
2133,3,,6,2,1,5,6,4,
2134,3,,6,5,1,5,6,4,
2135,3,,6,3,4,5,6,4,
2136,3,,6,6,2,5,6,4,
2137,3,,6,11,12,5,6,4,
2138,3,,6,4,1,5,6,4,
2139,3,,6,1,1,5,6,4,
2140,30,1,,,1,5,7,1,
2141,30,1,,,1,5,7,1,
2142,30,1,,,1,5,7,1,
2143,30,1,,,1,5,7,1,
2144,30,1,,,1,5,7,1,
2145,4,2,,,1,5,7,1,
2146,4,2,,,1,5,7,1,
2147,4,2,,,1,5,7,1,
2148,4,2,,,1,5,7,1,
2149,4,2,,,1,5,7,1,
2150,48,1,,,1,5,7,2,
2151,48,1,,,1,5,7,2,
2152,48,1,,,1,5,7,2,
2153,48,1,,,1,5,7,2,
2154,48,1,,,1,5,7,2,
2155,6,2,,,1,5,7,2,
2156,6,2,,,1,5,7,2,
2157,6,2,,,1,5,7,2,
2158,6,2,,,1,5,7,2,
2159,6,2,,,1,5,7,2,
2160,31,1,,,1,5,7,3,
2161,31,1,,,1,5,7,3,
2162,31,1,,,1,5,7,3,
2163,31,1,,,1,5,7,3,
2164,31,1,,,1,5,7,3,
2165,7,2,,,1,5,7,3,
2166,7,2,,,1,5,7,3,
2167,7,2,,,1,5,7,3,
2168,7,2,,,1,5,7,3,
2169,7,2,,,1,5,7,3,
2170,2,,7,,15,5,7,4,
2171,2,,7,,15,5,7,4,
2172,2,,7,,15,5,7,4,
2173,2,,7,,15,5,7,4,
2174,2,,7,,15,5,7,4,
2175,2,,7,,15,5,7,4,
2176,2,,7,,15,5,7,4,
2177,2,,7,,15,5,7,4,
2178,2,,7,,15,5,7,4,
2179,2,,7,,15,5,7,4,
2180,2,,7,,15,5,7,4,
2181,2,,7,,15,5,7,4,
2182,2,,7,,15,5,7,4,
2183,2,,7,,15,5,7,4,
2184,2,,7,4,15,5,7,4,
2185,2,,7,,15,5,7,4,
2186,2,,7,,15,5,7,4,
2187,2,,7,,15,5,7,4,
2188,2,,7,,15,5,7,4,
2189,2,,7,,15,5,7,4,
2190,2,,7,,15,5,7,4,
2191,2,,7,,15,5,7,4,
2192,2,,7,,15,5,7,4,
2193,2,,7,,15,5,7,4,
2194,2,,7,,15,5,7,4,
2195,2,,7,,15,5,7,4,
2196,2,,7,,15,5,7,4,
2197,2,,7,,15,5,7,4,
2198,2,,7,,15,5,7,4,
2199,2,,7,1,15,5,7,4,
2200,9,1,,,1,5,8,1,Y
2201,9,1,,,1,5,8,1,
2202,9,1,,,1,5,8,1,
2203,9,1,,,1,5,8,1,
2204,9,1,,,1,5,8,1,Y
2205,8,2,,,1,5,8,1,
2206,8,2,,,1,5,8,1,
2207,8,2,,,1,5,8,1,Y
2208,8,2,,,1,5,8,1,Y
2209,8,2,,,1,5,8,1,Y
2210,11,1,,,1,5,8,2,
2211,11,1,,,1,5,8,2,
2212,11,1,,,2,5,8,2,Y
2213,11,1,,,2,5,8,2,Y
2214,11,1,,,2,5,8,2,Y
2215,10,2,,,1,5,8,2,
2216,10,2,,,1,5,8,2,
2217,10,2,,,4,5,8,2,Y
2218,10,2,,,4,5,8,2,Y
2219,10,2,,,1,5,8,2,Y
2220,13,1,,,1,5,8,3,
2221,13,1,,,1,5,8,3,
2222,13,1,,,1,5,8,3,
2223,13,1,,,1,5,8,3,Y
2224,13,1,,,1,5,8,3,Y
2225,12,2,,,12,5,8,3,Y
2226,12,2,,,1,5,8,3,
2227,12,2,,,1,5,8,3,
2228,12,2,,,1,5,8,3,
2229,12,2,,,1,5,8,3,
2230,14,,8,11,12,5,8,4,
2231,14,,8,5,1,5,8,4,
2232,14,,8,3,4,5,8,4,
2233,14,,8,6,2,5,8,4,
2234,14,,8,2,1,5,8,4,
2235,14,,8,4,1,5,8,4,
2236,14,,8,1,1,5,8,4,
2237,32,1,,,1,5,9,1,
2238,32,1,,,1,5,9,1,
2239,32,1,,,1,5,9,1,
2240,32,1,,,1,5,9,1,Y
2241,32,1,,,1,5,9,1,
2242,16,2,,,1,5,9,1,
2243,16,2,,,1,5,9,1,
2244,16,2,,,1,5,9,1,
2245,16,2,,,1,5,9,1,Y
2246,16,2,,,1,5,9,1,
2247,15,1,,,1,5,9,2,
2248,15,1,,,1,5,9,2,
2249,15,1,,,1,5,9,2,
2250,15,1,,,2,5,9,2,Y
2251,15,1,,,1,5,9,2,Y
2252,17,2,,,1,5,9,2,
2253,17,2,,,1,5,9,2,
2254,17,2,,,3,5,9,2,Y
2255,17,2,,,1,5,9,2,
2256,17,2,,,1,5,9,2,Y
2257,18,1,,,12,5,9,3,Y
2258,18,1,,,1,5,9,3,
2259,18,1,,,1,5,9,3,
2260,18,1,,,1,5,9,3,
2261,18,1,,,1,5,9,3,
2262,33,2,,,1,5,9,3,
2263,33,2,,,1,5,9,3,
2264,33,2,,,1,5,9,3,
2265,33,2,,,1,5,9,3,
2266,33,2,,,1,5,9,3,
2267,20,,9,2,1,5,9,4,
2268,20,,9,6,2,5,9,4,
2269,20,,9,3,3,5,9,4,
2270,20,,9,5,1,5,9,4,
2271,20,,9,11,12,5,9,4,
2272,20,,9,1,1,5,9,4,
2273,20,,9,4,1,5,9,4,
2274,20,,9,4,14,5,9,4,
2275,33,1,,,1,5,10,1,
2276,33,1,,,1,5,10,1,
2277,33,1,,,1,5,10,1,
2278,33,1,,,1,5,10,1,
2279,33,1,,,1,5,10,1,Y
2280,21,2,,,1,5,10,1,
2281,21,2,,,1,5,10,1,
2282,21,2,,,1,5,10,1,
2283,21,2,,,12,5,10,1,Y
2284,21,2,,,1,5,10,1,Y
2285,34,1,,,1,5,10,2,
2286,34,1,,,1,5,10,2,
2287,34,1,,,1,5,10,2,
2288,34,1,,,1,5,10,2,
2289,34,1,,,1,5,10,2,Y
2290,35,2,,,1,5,10,2,
2291,35,2,,,1,5,10,2,
2292,35,2,,,1,5,10,2,
2293,35,2,,,1,5,10,2,
2294,35,2,,,1,5,10,2,Y
2295,22,1,,,1,5,10,3,
2296,22,1,,,1,5,10,3,
2297,22,1,,,1,5,10,3,
2298,22,1,,,1,5,10,3,
2299,22,1,,,1,5,10,3,
2300,36,2,,,1,5,10,3,
2301,36,2,,,1,5,10,3,
2302,36,2,,,1,5,10,3,
2303,36,2,,,1,5,10,3,
2304,36,2,,,1,5,10,3,
2305,23,,13,6,2,5,10,4,
2306,23,,13,2,1,5,10,4,
2307,23,,13,5,1,5,10,4,
2308,23,,13,3,4,5,10,4,
2309,23,,13,11,12,5,10,4,
2310,23,,13,4,1,5,10,4,
2311,23,,13,1,1,5,10,4,
2312,37,1,,,1,5,11,1,
2313,37,1,,,1,5,11,1,
2314,37,1,,,1,5,11,1,
2315,37,1,,,1,5,11,1,
2316,37,1,,,2,5,11,1,Y
2317,24,2,,,1,5,11,1,
2318,24,2,,,1,5,11,1,
2319,24,2,,,1,5,11,1,
2320,24,2,,,1,5,11,1,
2321,24,2,,,1,5,11,1,Y
2322,25,1,,,1,5,11,2,
2323,25,1,,,1,5,11,2,
2324,25,1,,,12,5,11,2,Y
2325,25,1,,,1,5,11,2,
2326,25,1,,,1,5,11,2,Y
2327,38,2,,,1,5,11,2,
2328,38,2,,,1,5,11,2,
2329,38,2,,,1,5,11,2,
2330,38,2,,,3,5,11,2,Y
2331,38,2,,,1,5,11,2,Y
2332,26,1,,,1,5,11,3,
2333,26,1,,,1,5,11,3,
2334,26,1,,,1,5,11,3,
2335,26,1,,,1,5,11,3,
2336,26,1,,,1,5,11,3,Y
2337,27,2,,,1,5,11,3,
2338,27,2,,,1,5,11,3,
2339,27,2,,,1,5,11,3,
2340,27,2,,,1,5,11,3,
2341,27,2,,,1,5,11,3,
2342,28,,11,2,1,5,11,4,
2343,28,,11,5,1,5,11,4,
2344,28,,11,3,3,5,11,4,
2345,28,,11,6,2,5,11,4,
2346,28,,11,11,12,5,11,4,
2347,28,,11,1,1,5,11,4,
2348,28,,11,4,1,5,11,4,
2349,39,1,,,1,5,12,1,
2350,39,1,,,1,5,12,1,
2351,39,1,,,1,5,12,1,
2352,39,1,,,1,5,12,1,Y
2353,39,1,,,1,5,12,1,Y
2354,40,2,,,1,5,12,1,
2355,40,2,,,1,5,12,1,
2356,40,2,,,1,5,12,1,
2357,40,2,,,1,5,12,1,
2358,40,2,,,1,5,12,1,Y
2359,29,1,,,1,5,12,2,
2360,29,1,,,1,5,12,2,
2361,29,1,,,1,5,12,2,
2362,29,1,,,1,5,12,2,Y
2363,29,1,,,1,5,12,2,Y
2364,41,2,,,1,5,12,2,
2365,41,2,,,1,5,12,2,
2366,41,2,,,12,5,12,2,Y
2367,41,2,,,1,5,12,2,Y
2368,41,2,,,1,5,12,2,Y
2369,42,1,,,1,5,12,3,
2370,42,1,,,1,5,12,3,Y
2371,42,1,,,1,5,12,3,Y
2372,42,1,,,1,5,12,3,
2373,42,1,,,2,5,12,3,Y
2374,43,2,,,1,5,12,3,
2375,43,2,,,1,5,12,3,
2376,43,2,,,4,5,12,3,Y
2377,43,2,,,1,5,12,3,Y
2378,43,2,,,1,5,12,3,Y
2379,44,,12,6,2,5,12,4,
2380,44,,12,3,4,5,12,4,
2381,44,,12,5,1,5,12,4,
2382,44,,12,2,1,5,12,4,
2383,44,,12,11,12,5,12,4,
2384,44,,12,,11,5,12,4,
2385,44,,12,,11,5,12,4,
2386,44,,12,,11,5,12,4,
2387,44,,12,4,11,5,12,4,
2388,44,,12,,11,5,12,4,
2389,44,,12,,11,5,12,4,
2390,44,,12,,11,5,12,4,
2391,44,,12,1,11,5,12,4,
